action;name;manufacturer;package;pins;quantity;order_quantity;location;scrap;datasheet;comment;category;cimage;appnote;price
add;91,0 k;;;0;0;0;;No;;;1302;;;0
add;110,0 k;;;0;0;0;;No;;;1302;;;0
add;130,0 k;;;0;0;0;;No;;;1302;;;0
add;160,0 k;;;0;0;0;;No;;;1302;;;0
add;200,0 k;;;0;0;0;;No;;;1302;;;0
add;240,0 k;;;0;0;0;;No;;;1302;;;0
add;300,0 k;;;0;0;0;;No;;;1302;;;0
add;360,0 k;;;0;0;0;;No;;;1302;;;0
add;430,0 k;;;0;0;0;;No;;;1302;;;0
add;510,0 k;;;0;0;0;;No;;;1302;;;0
add;620,0 k;;;0;0;0;;No;;;1302;;;0
add;750,0 k;;;0;0;0;;No;;;1302;;;0
add;910,0 k;;;0;0;0;;No;;;1302;;;0
add;1,1 M;;;0;0;0;;No;;;1302;;;0
add;1,3 M;;;0;0;0;;No;;;1302;;;0
add;1,6 M;;;0;0;0;;No;;;1302;;;0
add;2,0 M;;;0;0;0;;No;;;1302;;;0
add;2,4 M;;;0;0;0;;No;;;1302;;;0
add;3,0 M;;;0;0;0;;No;;;1302;;;0
add;3,6 M;;;0;0;0;;No;;;1302;;;0
add;4,3 M;;;0;0;0;;No;;;1302;;;0
add;5,1 M;;;0;0;0;;No;;;1302;;;0
add;6,2 M;;;0;0;0;;No;;;1302;;;0
add;7,5 M;;;0;0;0;;No;;;1302;;;0
add;9,1 M;;;0;0;0;;No;;;1302;;;0
