action;name;manufacturer;package;pins;quantity;order_quantity;location;scrap;datasheet;comment;category;cimage;appnote;price
add;680;;;0;0;0;;No;;;13021;680r_1.gif;;0
add;820;;;0;0;0;;No;;;13021;820r_1.gif;;0
add;1 k;;;0;0;0;;No;;;13021;1k_1.gif;;0
add;1.2 k;;;0;0;0;;No;;;13021;1.2k_1.gif;;0
add;1.5 k;;;0;0;0;;No;;;13021;1.5k_1.gif;;0
add;1.8 k;;;0;0;0;;No;;;13021;1.8k_1.gif;;0
add;2.2 k;;;0;0;0;;No;;;13021;2.2k_1.gif;;0
add;2.7 k;;;0;0;0;;No;;;13021;2.7k_1.gif;;0
add;3.3 k;;;0;0;0;;No;;;13021;3.3k_1.gif;;0
add;3.9 k;;;0;0;0;;No;;;13021;3.9k_1.gif;;0
add;4.7 k;;;0;0;0;;No;;;13021;4.7k_1.gif;;0
add;5.6 k;;;0;0;0;;No;;;13021;5.6k_1.gif;;0
add;6.8 k;;;0;0;0;;No;;;13021;6.8k_1.gif;;0
add;8.2 k;;;0;0;0;;No;;;13021;8.2k_1.gif;;0
add;10 k;;;0;0;0;;No;;;13021;10k_1.gif;;0
add;12 k;;;0;0;0;;No;;;13021;12k_1.gif;;0
add;15 k;;;0;0;0;;No;;;13021;15k_1.gif;;0
add;18 k;;;0;0;0;;No;;;13021;18k_1.gif;;0
add;22 k;;;0;0;0;;No;;;13021;22k_1.gif;;0
add;27 k;;;0;0;0;;No;;;13021;27k_1.gif;;0
add;33 k;;;0;0;0;;No;;;13021;33k_1.gif;;0
add;39 k;;;0;0;0;;No;;;13021;39k_1.gif;;0
add;47 k;;;0;0;0;;No;;;13021;47k_1.gif;;0
add;56 k;;;0;0;0;;No;;;13021;56k_1.gif;;0
add;68 k;;;0;0;0;;No;;;13021;68k_1.gif;;0
add;82 k;;;0;0;0;;No;;;13021;82k_1.gif;;0
add;100 k;;;0;0;0;;No;;;13021;100k_1.gif;;0
add;120 k;;;0;0;0;;No;;;13021;120k_1.gif;;0
add;150 k;;;0;0;0;;No;;;13021;150k_1.gif;;0
add;180 k;;;0;0;0;;No;;;13021;180k_1.gif;;0
add;220 k;;;0;0;0;;No;;;13021;220k_1.gif;;0
add;270 k;;;0;0;0;;No;;;13021;270k_1.gif;;0
add;330 k;;;0;0;0;;No;;;13021;330k_1.gif;;0
add;390 k;;;0;0;0;;No;;;13021;390k_1.gif;;0
